"","StartupName","name","designation","otherInfo","education","skills","markets"
"939","endlessrobotics","srikarreddy","Co-Founder & CEO at Endless Robotics • Studied at","Co-Founder & CEO at Endless Robotics • Studied at @BITS Pilani","BITS Pilani","Business Development; Business Strategy; Business Intelligence; Business Expansion; Marketing Management; Sales Strategy and Management; Strategic Partnerships; Product Strategy; Fundraising; Operations Management; Contract Negotiations","Robotics; Real Estate Technology; Industrial Automation; Human Resource Automation; Interior Design & Construction; Product Design; Business Services; Computer Vision; Mechatronics; Construction; Agriculture; Green Building; Smart Building"
"940","endlessrobotics","niteshboyina","","Co-founder & Head of Design at Endless Robotics","BITS Pilani","","Bengaluru; Mumbai; Pune; Chennai"
"941","endlessrobotics","niteshboyina","","Co-founder & Head of Design at Endless Robotics","BITS Pilani","Bengaluru; Mumbai; Pune; Chennai",""
"942","endlessrobotics","puneethbandikatla","","Founder @Endless Robotics | Roboticist | Formula Student veteran","BITS Pilani","",""
"943","airtory","julianfrachtman","","Co-Founder - Airtory","Washington University in Saint Louis","",""
"944","reach-9","akshaypruthi","Co-Founder Wishfie, ex-ceo Reach app (Acquired by ixigo), ex-KPMG, Bharti AIrtel, Nestle India","Co-Founder Wishfie, ex-ceo Reach app (Acquired by ixigo), ex-KPMG, Bharti AIrtel, Nestle India","Netaji Subhas Institute of Technology","","Silicon Valley; New York City; Palo Alto; California; London; Bengaluru"
"945","reach-9","akshaypruthi","Co-Founder Wishfie, ex-ceo Reach app (Acquired by ixigo), ex-KPMG, Bharti AIrtel, Nestle India","Co-Founder Wishfie, ex-ceo Reach app (Acquired by ixigo), ex-KPMG, Bharti AIrtel, Nestle India","Netaji Subhas Institute of Technology","Silicon Valley; New York City; Palo Alto; California; London; Bengaluru",""
"946","reach-9","abhaypruthi","","Founder @Reach App (acquired by ixigo) • Ex-Growth @Instamojo 
Worked at @KPMG @Freescale Semiconductor @United Biscuits • Studied at @Netaji Subhas Institute of Technology","Netaji Subhas Institute of Technology","",""
"947","ziploan","shalabhsinghal","Founder and COO - ZipLoan;","Founder and COO - ZipLoan; 
Product, Analytics, Growth Hacking, Finance, Strategy; 
Founder -Credence a CRM startup, Goldman Sachs; 
CFA(USA), B-Tech - IIT BHU","Indian Institute Of Technology (Iit), Bhu, Varanasi; CFA Institute","",""
"948","tablehero","deapubhi","CEO of","CEO of @Tablehero. Product Dir @United States Digital Service. Previously: @Amazon Web Services; Founder/CEO @Burrp!; COO @FreeCharge (acq: @Snapdeal).","University of California, Davis","","Start-Up CEO; Product Management; Product; Startup; Startup Founder; Turnarounds"
"949","tablehero","deapubhi","CEO of","CEO of @Tablehero. Product Dir @United States Digital Service. Previously: @Amazon Web Services; Founder/CEO @Burrp!; COO @FreeCharge (acq: @Snapdeal).","University of California, Davis","Start-Up CEO; Product Management; Product; Startup; Startup Founder; Turnarounds",""
"950","tablehero","amanprakashmohla","","Ex-Infosys, Freecharge. Full stack engineer, Javascript lover.","Maharishi Dayanand University, India","",""
"951","tablehero","amanprakashmohla","","Ex-Infosys, Freecharge. Full stack engineer, Javascript lover.","Maharishi Dayanand University, India","Javascript; Java; MongoDB; Amazon Web Services; Node.js; Programming",""
"952","unbxd","pavansondur","Founder at","Founder at @Unbxd Inc.","","","Programming; Sales and Marketing; SaaS"
"953","unbxd","pavansondur","Founder at","Founder at @Unbxd Inc.","","Programming; Sales and Marketing; SaaS",""
"954","hiree","abhijitkhasnis","Founder myNoticePeriod.com • Worked at","Founder myNoticePeriod.com • Worked at @Yahoo, @Oracle • Studied at @BITS Pilani","BITS Pilani","",""
"955","hiree","manjunathtalwar","","","Indian Institute of Management - Calicut","",""
"956","saltmines-group","terencechannon","","","Stetson University","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"957","saltmines-group","terencechannon","","","Stetson University","Social Media Marketing; Customer Acquisition; Customer Relationship Management; Web Technologies; Fundraising; Regulatory Compliance; Entrepreneurship","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care"
"958","mynoticeperiod-com","abhijitkhasnis","Founder myNoticePeriod.com • Worked at","Founder myNoticePeriod.com • Worked at @Yahoo, @Oracle • Studied at @BITS Pilani","BITS Pilani","",""
"959","mynoticeperiod-com","manjunathtalwar","","","Indian Institute of Management - Calicut","",""
"960","yellowant","vishwakrishnakumar","Founder","Founder @YellowAnt • Worked at @Fractal Analytics. @Indian Institute Of Technology - Roorkee Alumnus","Indian Institute Of Technology - Roorkee","",""
"961","yellowant","vishwakrishnakumar","Founder","Founder @YellowAnt • Worked at @Fractal Analytics. @Indian Institute Of Technology - Roorkee Alumnus","Indian Institute Of Technology - Roorkee","Android; AngularJS; Agile; Django; Data Analysis; Java; Machine Learning; MySQL; Node.js; Objective-C; Product Development; Python; Redis",""
"962","yellowant","ankurrawal","","Founder Qbeeko Labs • Worked at @Sasken Communication Technologies, @India Software Labs IBM • Studied at @National Institute of Technology, Suratkal","National Institute of Technology, Suratkal","",""
"963","chachii","nikhilgoel","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Vanderbilt University","","San Francisco; New York City; Palo Alto; Mountain View; Silicon Valley"
"964","chachii","nikhilgoel","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Strategy consultant at Mckinsey & Company for High Tech. Fmr Product @ Google/YouTube, Microsoft (Lync, Xbox). Two-time web startup founder.","Vanderbilt University","San Francisco; New York City; Palo Alto; Mountain View; Silicon Valley",""
"965","darwinbox","rohitchennamaneni","Founder @darwinbox-1, @darwinbox-1-1 • Worked at","Founder @darwinbox-1, @darwinbox-1-1 • Worked at @McKinsey & Company, @Google • Studied at @Iim Lucknow","Iim Lucknow","",""
"966","signals","deepanshjain","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","","","Programming; Android; Unix Scripting; Algorithms; iOS Development; Real-Time Synchronization Between Devices; iOS; Apache; Java; Javascript; Facebook API; Google Analytics; Blackberry App Development; blackberry 10"
"967","signals","deepanshjain","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","Co-Founder Scooterson, Ceo Unanimity. Co-founded SHIFU & Junvenis","","Programming; Android; Unix Scripting; Algorithms; iOS Development; Real-Time Synchronization Between Devices; iOS; Apache; Java; Javascript; Facebook API; Google Analytics; Blackberry App Development; blackberry 10",""
"968","drivezy","ashwaryasingh","Entrepreneur, E-commerce , operations , marketing , sales","Entrepreneur, E-commerce , operations , marketing , sales","","","Business Strategy; Go to Market Strategy; Product Strategy; E-Commerce; Managing Startups; Data Analysis; Sales and Marketing"
"969","drivezy","ashwaryasingh","Entrepreneur, E-commerce , operations , marketing , sales","Entrepreneur, E-commerce , operations , marketing , sales","","Business Strategy; Go to Market Strategy; Product Strategy; E-Commerce; Managing Startups; Data Analysis; Sales and Marketing",""
"970","drivezy","hemantkumarsah","","Founder @support Gurukul, Service Labs India Private Limited • Worked at @Service-now.com, @Oracle India •","Motilal Nehru National Institute Of Technology","",""
"971","drivezy","abhishekmahajan","","","Indian Institute Of Technology - Bombay","",""
"972","near-in-2","sunilgoyal","VP at Paytm","VP at Paytm 
Co-Founder Near.IN (acquired by Paytm) 
Founded Wirkle (sold to LocationLabs). 
Mathematics and Computing IIT Delhi","Indian Institute of Technology - Delhi","",""
"973","near-in-2","sunilgoyal","VP at Paytm","VP at Paytm 
Co-Founder Near.IN (acquired by Paytm) 
Founded Wirkle (sold to LocationLabs). 
Mathematics and Computing IIT Delhi","Indian Institute of Technology - Delhi","Silicon Valley; Gurgaon; Delhi",""
"974","intelecare","amalafrozalam","","Studied Bioengineering Innovation and Design at Johns Hopkins University. Applied my learning to computer science to build startups that help people.","Johns Hopkins University; City College of New York","","Android; Java; Javascript; Matlab; Medical; Product; Software; Wordpress"
"975","intelecare","amalafrozalam","","Studied Bioengineering Innovation and Design at Johns Hopkins University. Applied my learning to computer science to build startups that help people.","Johns Hopkins University; City College of New York","Android; Java; Javascript; Matlab; Medical; Product; Software; Wordpress",""
"976","intelecare","emilyeggert","","","Johns Hopkins University; Rice University","",""
"977","autobudder","kartikmandaville","Building a crowdsourced recruiting marketplace at","Building a crowdsourced recruiting marketplace at @SpringRole,@Carnegie Mellon University CS Grad, previously Director of Tech @Science","Carnegie Mellon University; Manipal Institute Of Technology","","PHP; Web Development; Software Architecture; Product Development; People Management; Machine Learning"
"978","autobudder","kartikmandaville","Building a crowdsourced recruiting marketplace at","Building a crowdsourced recruiting marketplace at @SpringRole,@Carnegie Mellon University CS Grad, previously Director of Tech @Science","Carnegie Mellon University; Manipal Institute Of Technology","PHP; Web Development; Software Architecture; Product Development; People Management; Machine Learning",""
"979","locus-sh","nishithrastogi","Founder Locus • Worked at","Founder Locus • Worked at @Amazon.com @eBay • Studied at BITS. Strong product management, business development and software engineering background.","Birla Institute of Technology and Science","",""
"980","instant-5","kushagrawal","","Berkeley EECS. iOS Engineer @Uber","University Of California, Berkeley","",""
"981","instant-5","kushagrawal","","Berkeley EECS. iOS Engineer @Uber","University Of California, Berkeley","San Francisco; Berkeley; New York City",""
"982","embro","abhinavsverma","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Chitkara Institute Of Engineering & Technology Rajpura","",""
"983","embro","abhinavsverma","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Founder @live-braille Multi-national award winner inventor, Industrial design(DS CATIA) certified TCS, manufacturing(Research scholar, Steinbeis), go to market.","Chitkara Institute Of Engineering & Technology Rajpura","Asia; New York City; Silicon Valley; India",""
"984","gigstart","atitjain","Founder","Founder @Pluss • Cofounded @Gigstart •Worked at @J.P. Morgan • Studied at @BITS Pilani","BITS Pilani","",""
"985","gigstart","atitjain","Founder","Founder @Pluss • Cofounded @Gigstart •Worked at @J.P. Morgan • Studied at @BITS Pilani","BITS Pilani","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"986","cirtru","navishjain","Founder of Cirtru, Worked at Cisco. mini-MBA Stanford, MSEE USC","Founder of Cirtru, Worked at Cisco. mini-MBA Stanford, MSEE USC","Stanford Graduate School of Business; University of Southern California; University Of Mumbai","","Need-Finding Design Thinking; HTML; CSS; Javascript; Collaboration; Business Model Innovation; Developing Revenue Models; Marketing Strategy; Traction Generation; Raising Capital; Relationship Building; Balsamiq; Product Management; Wireframing; Product-Market Fit; Startup Founder"
